ProcessID,Arrival_Time,Burst_Time,Priority,Start_Time,Completion_Time,Turnaround_Time,Waiting_Time
P8174,12072,13,3,69695,69708,57636,57623
P8177,12075,25,3,69708,69733,57658,57633
P8179,12077,47,3,69733,69780,57703,57656
P8184,12082,43,3,69780,69823,57741,57698
P8192,12096,41,3,69823,69864,57768,57727
P8193,12096,50,3,69864,69914,57818,57768
P8208,12114,20,3,69914,69934,57820,57800
P8232,12143,41,3,69934,69975,57832,57791
P8241,12156,49,3,69975,70024,57868,57819
P8252,12176,3,3,70024,70027,57851,57848
P8256,12180,19,3,70027,70046,57866,57847
P8260,12187,31,3,70046,70077,57890,57859
P8263,12193,25,3,70077,70102,57909,57884
P8266,12195,31,3,70102,70133,57938,57907
P8279,12218,26,3,70133,70159,57941,57915
P8284,12227,42,3,70159,70201,57974,57932
P8298,12246,13,3,70201,70214,57968,57955
P8307,12261,25,3,70214,70239,57978,57953
P8325,12296,27,3,70239,70266,57970,57943
P8326,12299,5,3,70266,70271,57972,57967
P8339,12311,49,3,70271,70320,58009,57960
P8360,12342,43,3,70320,70363,58021,57978
P8366,12349,2,3,70363,70365,58016,58014
P8379,12367,13,3,70365,70378,58011,57998
P8380,12370,50,3,70378,70428,58058,58008
P8383,12374,29,3,70428,70457,58083,58054
P8398,12396,25,3,70457,70482,58086,58061
P8423,12445,21,3,70482,70503,58058,58037
P8429,12458,4,3,70503,70507,58049,58045
P8458,12498,45,3,70507,70552,58054,58009
P8462,12499,5,3,70552,70557,58058,58053
P8467,12507,3,3,70557,70560,58053,58050
P8476,12516,17,3,70560,70577,58061,58044
P8484,12525,36,3,70577,70613,58088,58052
P8495,12540,45,3,70613,70658,58118,58073
P8497,12542,7,3,70658,70665,58123,58116
P8505,12557,20,3,70665,70685,58128,58108
P8510,12566,35,3,70685,70720,58154,58119
P8525,12585,39,3,70720,70759,58174,58135
P8563,12656,20,3,70759,70779,58123,58103
P8569,12668,10,3,70779,70789,58121,58111
P8577,12681,43,3,70789,70832,58151,58108
P8587,12696,26,3,70832,70858,58162,58136
P8594,12707,1,3,70858,70859,58152,58151
P8599,12717,20,3,70859,70879,58162,58142
P8605,12727,31,3,70879,70910,58183,58152
P8613,12739,18,3,70910,70928,58189,58171
P8621,12754,33,3,70928,70961,58207,58174
P8622,12757,21,3,70961,70982,58225,58204
P8644,12789,26,3,70982,71008,58219,58193
P8657,12812,49,3,71008,71057,58245,58196
P8659,12815,30,3,71057,71087,58272,58242
P8662,12822,36,3,71087,71123,58301,58265
P8672,12835,24,3,71123,71147,58312,58288
P8678,12844,44,3,71147,71191,58347,58303
P8689,12865,28,3,71191,71219,58354,58326
P8693,12870,37,3,71219,71256,58386,58349
P8695,12873,42,3,71256,71298,58425,58383
P8701,12883,19,3,71298,71317,58434,58415
P8712,12897,15,3,71317,71332,58435,58420
P8760,12974,39,3,71332,71371,58397,58358
P8763,12978,40,3,71371,71411,58433,58393
P8791,13018,18,3,71411,71429,58411,58393
P8816,13067,44,3,71429,71473,58406,58362
P8841,13099,47,3,71473,71520,58421,58374
P8849,13110,17,3,71520,71537,58427,58410
P8851,13115,48,3,71537,71585,58470,58422
P8859,13134,39,3,71585,71624,58490,58451
P8870,13154,9,3,71624,71633,58479,58470
P8891,13186,7,3,71633,71640,58454,58447
P8895,13191,27,3,71640,71667,58476,58449
P8911,13214,18,3,71667,71685,58471,58453
P8932,13243,40,3,71685,71725,58482,58442
P8943,13261,15,3,71725,71740,58479,58464
P8958,13283,49,3,71740,71789,58506,58457
P8962,13287,19,3,71789,71808,58521,58502
P8965,13289,5,3,71808,71813,58524,58519
P8967,13289,19,3,71813,71832,58543,58524
P8971,13299,28,3,71832,71860,58561,58533
P8972,13300,27,3,71860,71887,58587,58560
P8976,13304,15,3,71887,71902,58598,58583
P8984,13317,27,3,71902,71929,58612,58585
P9009,13357,28,3,71929,71957,58600,58572
P9034,13390,25,3,71957,71982,58592,58567
P9038,13398,20,3,71982,72002,58604,58584
P9045,13410,1,3,72002,72003,58593,58592
P9046,13410,5,3,72003,72008,58598,58593
P9058,13429,13,3,72008,72021,58592,58579
P9059,13430,1,3,72021,72022,58592,58591
P9061,13433,29,3,72022,72051,58618,58589
P9076,13456,9,3,72051,72060,58604,58595
P9081,13461,18,3,72060,72078,58617,58599
P9088,13470,26,3,72078,72104,58634,58608
P9093,13473,28,3,72104,72132,58659,58631
P9099,13484,38,3,72132,72170,58686,58648
P9101,13486,33,3,72170,72203,58717,58684
P9108,13497,29,3,72203,72232,58735,58706
P9116,13508,9,3,72232,72241,58733,58724
P9146,13553,18,3,72241,72259,58706,58688
P9147,13556,34,3,72259,72293,58737,58703
P9152,13566,14,3,72293,72307,58741,58727
P9175,13601,19,3,72307,72326,58725,58706
P9181,13617,23,3,72326,72349,58732,58709
P9188,13629,19,3,72349,72368,58739,58720
P9207,13656,3,3,72368,72371,58715,58712
P9211,13664,14,3,72371,72385,58721,58707
P9230,13693,20,3,72385,72405,58712,58692
P9244,13712,5,3,72405,72410,58698,58693
P9250,13725,20,3,72410,72430,58705,58685
P9252,13727,46,3,72430,72476,58749,58703
P9269,13753,2,3,72476,72478,58725,58723
P9276,13765,30,3,72478,72508,58743,58713
P9279,13768,38,3,72508,72546,58778,58740
P9295,13798,36,3,72546,72582,58784,58748
P9298,13805,17,3,72582,72599,58794,58777
P9313,13830,43,3,72599,72642,58812,58769
P9325,13850,3,3,72642,72645,58795,58792
P9331,13860,1,3,72645,72646,58786,58785
P9333,13862,20,3,72646,72666,58804,58784
P9334,13863,44,3,72666,72710,58847,58803
P9340,13870,48,3,72710,72758,58888,58840
P9386,13941,42,3,72758,72800,58859,58817
P9392,13950,49,3,72800,72849,58899,58850
P9416,13994,38,3,72849,72887,58893,58855
P9424,14008,48,3,72887,72935,58927,58879
P9431,14021,44,3,72935,72979,58958,58914
P9432,14024,10,3,72979,72989,58965,58955
P9443,14043,18,3,72989,73007,58964,58946
P9459,14062,28,3,73007,73035,58973,58945
P9461,14064,2,3,73035,73037,58973,58971
P9462,14064,44,3,73037,73081,59017,58973
P9467,14078,3,3,73081,73084,59006,59003
P9470,14082,35,3,73084,73119,59037,59002
P9477,14091,40,3,73119,73159,59068,59028
P9480,14094,49,3,73159,73208,59114,59065
P9482,14099,17,3,73208,73225,59126,59109
P9506,14128,45,3,73225,73270,59142,59097
P9534,14170,46,3,73270,73316,59146,59100
P9538,14176,26,3,73316,73342,59166,59140
P9542,14179,42,3,73342,73384,59205,59163
P9561,14198,6,3,73384,73390,59192,59186
P9573,14218,50,3,73390,73440,59222,59172
P9609,14271,28,3,73440,73468,59197,59169
P9613,14275,8,3,73468,73476,59201,59193
P9617,14283,42,3,73476,73518,59235,59193
P9621,14290,1,3,73518,73519,59229,59228
P9627,14302,33,3,73519,73552,59250,59217
P9628,14305,2,3,73552,73554,59249,59247
P9629,14308,30,3,73554,73584,59276,59246
P9634,14318,27,3,73584,73611,59293,59266
P9639,14325,20,3,73611,73631,59306,59286
P9644,14333,7,3,73631,73638,59305,59298
P9647,14339,40,3,73638,73678,59339,59299
P9648,14340,26,3,73678,73704,59364,59338
P9661,14358,17,3,73704,73721,59363,59346
P9662,14360,50,3,73721,73771,59411,59361
P9663,14360,23,3,73771,73794,59434,59411
P9665,14361,6,3,73794,73800,59439,59433
P9673,14377,2,3,73800,73802,59425,59423
P9692,14404,48,3,73802,73850,59446,59398
P9701,14418,28,3,73850,73878,59460,59432
P9712,14435,38,3,73878,73916,59481,59443
P9730,14456,5,3,73916,73921,59465,59460
P9737,14464,49,3,73921,73970,59506,59457
P9740,14470,18,3,73970,73988,59518,59500
P9744,14476,36,3,73988,74024,59548,59512
P9747,14481,45,3,74024,74069,59588,59543
P9748,14482,33,3,74069,74102,59620,59587
P9773,14523,8,3,74102,74110,59587,59579
P9779,14535,45,3,74110,74155,59620,59575
P9781,14535,48,3,74155,74203,59668,59620
P9784,14543,19,3,74203,74222,59679,59660
P9798,14566,32,3,74222,74254,59688,59656
P9805,14577,7,3,74254,74261,59684,59677
P9816,14592,46,3,74261,74307,59715,59669
P9820,14601,4,3,74307,74311,59710,59706
P9823,14605,34,3,74311,74345,59740,59706
P9828,14615,8,3,74345,74353,59738,59730
P9838,14622,2,3,74353,74355,59733,59731
P9842,14626,3,3,74355,74358,59732,59729
P9860,14652,19,3,74358,74377,59725,59706
P9866,14656,1,3,74377,74378,59722,59721
P9880,14672,18,3,74378,74396,59724,59706
P9885,14676,40,3,74396,74436,59760,59720
P9891,14686,29,3,74436,74465,59779,59750
P9900,14695,17,3,74465,74482,59787,59770
P9903,14697,46,3,74482,74528,59831,59785
P9907,14707,36,3,74528,74564,59857,59821
P9933,14744,15,3,74564,74579,59835,59820
P9936,14748,40,3,74579,74619,59871,59831
P9938,14751,3,3,74619,74622,59871,59868
P9944,14761,7,3,74622,74629,59868,59861
P9961,14786,37,3,74629,74666,59880,59843
P9975,14804,32,3,74666,74698,59894,59862
P9993,14829,16,3,74698,74714,59885,59869
P9995,14832,8,3,74714,74722,59890,59882
P3,4,5,4,74722,74727,74723,74718
P9,12,36,4,74727,74763,74751,74715
P42,60,38,4,74763,74801,74741,74703
P45,63,38,4,74801,74839,74776,74738
P67,97,16,4,74839,74855,74758,74742
P79,107,32,4,74855,74887,74780,74748
P107,148,24,4,74887,74911,74763,74739
P116,162,50,4,74911,74961,74799,74749
P135,187,36,4,74961,74997,74810,74774
P142,200,9,4,74997,75006,74806,74797
P143,201,1,4,75006,75007,74806,74805
P154,216,28,4,75007,75035,74819,74791
P162,226,50,4,75035,75085,74859,74809
P180,255,42,4,75085,75127,74872,74830
P193,279,34,4,75127,75161,74882,74848
P196,283,21,4,75161,75182,74899,74878
P197,286,7,4,75182,75189,74903,74896
P210,310,5,4,75189,75194,74884,74879
P217,317,11,4,75194,75205,74888,74877
P226,331,19,4,75205,75224,74893,74874
P237,350,5,4,75224,75229,74879,74874
P241,356,36,4,75229,75265,74909,74873
P252,366,38,4,75265,75303,74937,74899
P264,385,46,4,75303,75349,74964,74918
P284,411,14,4,75349,75363,74952,74938
P291,420,15,4,75363,75378,74958,74943
P301,437,9,4,75378,75387,74950,74941
P305,440,47,4,75387,75434,74994,74947
P311,452,46,4,75434,75480,75028,74982
P317,459,1,4,75480,75481,75022,75021
P324,472,45,4,75481,75526,75054,75009
P368,537,38,4,75526,75564,75027,74989
P397,583,31,4,75564,75595,75012,74981
P404,591,25,4,75595,75620,75029,75004
P416,613,7,4,75620,75627,75014,75007
P424,629,18,4,75627,75645,75016,74998
P427,631,47,4,75645,75692,75061,75014
P434,638,39,4,75692,75731,75093,75054
P447,653,16,4,75731,75747,75094,75078
P454,661,14,4,75747,75761,75100,75086
P472,685,48,4,75761,75809,75124,75076
P473,685,13,4,75809,75822,75137,75124
P492,711,15,4,75822,75837,75126,75111
P493,714,20,4,75837,75857,75143,75123
P496,715,6,4,75857,75863,75148,75142
P502,722,21,4,75863,75884,75162,75141
P519,750,38,4,75884,75922,75172,75134
P534,775,19,4,75922,75941,75166,75147
P537,780,37,4,75941,75978,75198,75161
P541,781,39,4,75978,76017,75236,75197
P548,793,8,4,76017,76025,75232,75224
P560,816,25,4,76025,76050,75234,75209
P578,843,25,4,76050,76075,75232,75207
P610,895,23,4,76075,76098,75203,75180
P623,912,33,4,76098,76131,75219,75186
P629,924,11,4,76131,76142,75218,75207
P645,938,37,4,76142,76179,75241,75204
P652,954,34,4,76179,76213,75259,75225
P656,960,34,4,76213,76247,75287,75253
P659,963,8,4,76247,76255,75292,75284
P662,968,7,4,76255,76262,75294,75287
P667,978,22,4,76262,76284,75306,75284
P680,995,29,4,76284,76313,75318,75289
P682,998,36,4,76313,76349,75351,75315
P694,1018,38,4,76349,76387,75369,75331
P721,1064,33,4,76387,76420,75356,75323
P744,1092,37,4,76420,76457,75365,75328
P747,1095,35,4,76457,76492,75397,75362
P750,1097,7,4,76492,76499,75402,75395
P754,1103,16,4,76499,76515,75412,75396
P758,1110,35,4,76515,76550,75440,75405
P766,1118,11,4,76550,76561,75443,75432
P777,1141,16,4,76561,76577,75436,75420
P791,1166,23,4,76577,76600,75434,75411
P792,1169,10,4,76600,76610,75441,75431
P793,1169,4,4,76610,76614,75445,75441
P796,1171,3,4,76614,76617,75446,75443
P799,1180,5,4,76617,76622,75442,75437
P804,1188,6,4,76622,76628,75440,75434
P809,1194,36,4,76628,76664,75470,75434
P811,1199,36,4,76664,76700,75501,75465
P820,1207,17,4,76700,76717,75510,75493
P821,1210,14,4,76717,76731,75521,75507
P828,1217,38,4,76731,76769,75552,75514
P835,1225,20,4,76769,76789,75564,75544
P836,1225,35,4,76789,76824,75599,75564
P844,1238,43,4,76824,76867,75629,75586
P848,1247,5,4,76867,76872,75625,75620
P871,1281,44,4,76872,76916,75635,75591
P914,1344,11,4,76916,76927,75583,75572
P916,1346,4,4,76927,76931,75585,75581
P920,1352,21,4,76931,76952,75600,75579
P935,1383,43,4,76952,76995,75612,75569
P945,1401,34,4,76995,77029,75628,75594
P953,1415,49,4,77029,77078,75663,75614
P976,1448,10,4,77078,77088,75640,75630
P984,1459,30,4,77088,77118,75659,75629
P994,1477,2,4,77118,77120,75643,75641
P997,1479,25,4,77120,77145,75666,75641
P998,1479,22,4,77145,77167,75688,75666
P1009,1489,46,4,77167,77213,75724,75678
P1018,1501,13,4,77213,77226,75725,75712
P1023,1507,18,4,77226,77244,75737,75719
P1048,1540,23,4,77244,77267,75727,75704
P1055,1548,34,4,77267,77301,75753,75719
P1063,1562,12,4,77301,77313,75751,75739
P1072,1578,45,4,77313,77358,75780,75735
P1073,1579,46,4,77358,77404,75825,75779
P1074,1579,12,4,77404,77416,75837,75825
P1081,1586,22,4,77416,77438,75852,75830
P1087,1589,6,4,77438,77444,75855,75849
P1088,1589,42,4,77444,77486,75897,75855
P1096,1601,37,4,77486,77523,75922,75885
P1103,1609,30,4,77523,77553,75944,75914
P1108,1617,30,4,77553,77583,75966,75936
P1111,1620,8,4,77583,77591,75971,75963
P1115,1626,11,4,77591,77602,75976,75965
P1118,1632,6,4,77602,77608,75976,75970
P1128,1644,8,4,77608,77616,75972,75964
P1134,1652,14,4,77616,77630,75978,75964
P1137,1659,28,4,77630,77658,75999,75971
P1143,1671,1,4,77658,77659,75988,75987
P1162,1686,25,4,77659,77684,75998,75973
P1180,1721,33,4,77684,77717,75996,75963
P1183,1726,2,4,77717,77719,75993,75991
P1186,1730,13,4,77719,77732,76002,75989
P1189,1736,15,4,77732,77747,76011,75996
P1194,1744,14,4,77747,77761,76017,76003
P1212,1768,1,4,77761,77762,75994,75993
P1218,1776,9,4,77762,77771,75995,75986
P1219,1779,14,4,77771,77785,76006,75992
P1224,1785,48,4,77785,77833,76048,76000
P1233,1796,16,4,77833,77849,76053,76037
P1243,1814,24,4,77849,77873,76059,76035
P1251,1829,38,4,77873,77911,76082,76044
P1252,1829,19,4,77911,77930,76101,76082
P1289,1884,36,4,77930,77966,76082,76046
P1303,1902,46,4,77966,78012,76110,76064
P1316,1922,49,4,78012,78061,76139,76090
P1319,1928,24,4,78061,78085,76157,76133
P1330,1942,32,4,78085,78117,76175,76143
P1338,1952,36,4,78117,78153,76201,76165
P1341,1954,38,4,78153,78191,76237,76199
P1346,1963,25,4,78191,78216,76253,76228
P1360,1979,10,4,78216,78226,76247,76237
P1373,1997,11,4,78226,78237,76240,76229
P1379,2009,21,4,78237,78258,76249,76228
P1386,2024,20,4,78258,78278,76254,76234
P1399,2042,16,4,78278,78294,76252,76236
P1403,2044,19,4,78294,78313,76269,76250
P1449,2115,40,4,78313,78353,76238,76198
P1454,2127,47,4,78353,78400,76273,76226
P1458,2134,44,4,78400,78444,76310,76266
P1501,2196,40,4,78444,78484,76288,76248
P1504,2203,37,4,78484,78521,76318,76281
P1507,2203,1,4,78521,78522,76319,76318
P1528,2232,50,4,78522,78572,76340,76290
P1539,2248,31,4,78572,78603,76355,76324
P1545,2252,45,4,78603,78648,76396,76351
P1547,2256,12,4,78648,78660,76404,76392
P1552,2264,17,4,78660,78677,76413,76396
P1558,2275,41,4,78677,78718,76443,76402
P1561,2281,38,4,78718,78756,76475,76437
P1575,2306,23,4,78756,78779,76473,76450
P1586,2328,39,4,78779,78818,76490,76451
P1589,2331,34,4,78818,78852,76521,76487
P1593,2336,4,4,78852,78856,76520,76516
P1605,2358,2,4,78856,78858,76500,76498
P1614,2370,39,4,78858,78897,76527,76488
P1617,2376,38,4,78897,78935,76559,76521
P1636,2403,41,4,78935,78976,76573,76532
P1660,2432,28,4,78976,79004,76572,76544
P1664,2439,49,4,79004,79053,76614,76565
P1667,2444,35,4,79053,79088,76644,76609
P1668,2446,2,4,79088,79090,76644,76642
P1682,2466,49,4,79090,79139,76673,76624
P1684,2468,26,4,79139,79165,76697,76671
P1687,2474,19,4,79165,79184,76710,76691
P1694,2482,33,4,79184,79217,76735,76702
P1698,2487,18,4,79217,79235,76748,76730
P1702,2492,46,4,79235,79281,76789,76743
P1719,2514,6,4,79281,79287,76773,76767
P1724,2520,34,4,79287,79321,76801,76767
P1728,2524,6,4,79321,79327,76803,76797
P1734,2532,19,4,79327,79346,76814,76795
P1737,2538,23,4,79346,79369,76831,76808
P1739,2542,8,4,79369,79377,76835,76827
P1768,2584,50,4,79377,79427,76843,76793
P1803,2639,38,4,79427,79465,76826,76788
P1811,2647,27,4,79465,79492,76845,76818
P1820,2657,16,4,79492,79508,76851,76835
P1829,2676,1,4,79508,79509,76833,76832
P1848,2706,36,4,79509,79545,76839,76803
P1873,2743,40,4,79545,79585,76842,76802
P1880,2752,38,4,79585,79623,76871,76833
P1884,2758,3,4,79623,79626,76868,76865
P1889,2766,25,4,79626,79651,76885,76860
P1891,2768,31,4,79651,79682,76914,76883
P1905,2789,7,4,79682,79689,76900,76893
P1912,2802,4,4,79689,79693,76891,76887
P1917,2811,32,4,79693,79725,76914,76882
P1939,2835,9,4,79725,79734,76899,76890
P1943,2841,16,4,79734,79750,76909,76893
P1948,2848,2,4,79750,79752,76904,76902
P1952,2855,31,4,79752,79783,76928,76897
P1955,2860,28,4,79783,79811,76951,76923
P1966,2874,48,4,79811,79859,76985,76937
P1989,2907,10,4,79859,79869,76962,76952
P2009,2935,50,4,79869,79919,76984,76934
P2021,2956,47,4,79919,79966,77010,76963
P2023,2959,3,4,79966,79969,77010,77007
P2040,2986,33,4,79969,80002,77016,76983
P2046,2991,12,4,80002,80014,77023,77011
P2058,3007,29,4,80014,80043,77036,77007
P2083,3053,9,4,80043,80052,76999,76990
P2086,3056,43,4,80052,80095,77039,76996
P2092,3065,22,4,80095,80117,77052,77030
P2097,3074,23,4,80117,80140,77066,77043
P2112,3094,20,4,80140,80160,77066,77046
P2128,3117,32,4,80160,80192,77075,77043
P2152,3142,24,4,80192,80216,77074,77050
P2153,3145,38,4,80216,80254,77109,77071
P2163,3158,49,4,80254,80303,77145,77096
P2176,3179,11,4,80303,80314,77135,77124
P2177,3181,17,4,80314,80331,77150,77133
P2182,3187,18,4,80331,80349,77162,77144
P2187,3193,22,4,80349,80371,77178,77156
P2204,3215,10,4,80371,80381,77166,77156
P2233,3248,24,4,80381,80405,77157,77133
P2254,3286,15,4,80405,80420,77134,77119
P2257,3293,25,4,80420,80445,77152,77127
P2258,3293,19,4,80445,80464,77171,77152
P2264,3302,39,4,80464,80503,77201,77162
P2268,3305,16,4,80503,80519,77214,77198
P2288,3340,40,4,80519,80559,77219,77179
P2292,3346,24,4,80559,80583,77237,77213
P2293,3349,35,4,80583,80618,77269,77234
P2306,3372,26,4,80618,80644,77272,77246
P2307,3374,42,4,80644,80686,77312,77270
P2328,3406,45,4,80686,80731,77325,77280
P2348,3438,48,4,80731,80779,77341,77293
P2365,3465,12,4,80779,80791,77326,77314
P2373,3485,3,4,80791,80794,77309,77306
P2397,3525,34,4,80794,80828,77303,77269
P2417,3547,14,4,80828,80842,77295,77281
P2430,3566,4,4,80842,80846,77280,77276
P2434,3572,37,4,80846,80883,77311,77274
P2436,3576,26,4,80883,80909,77333,77307
P2455,3599,41,4,80909,80950,77351,77310
P2468,3615,4,4,80950,80954,77339,77335
P2469,3616,6,4,80954,80960,77344,77338
P2502,3667,27,4,80960,80987,77320,77293
P2533,3713,37,4,80987,81024,77311,77274
P2539,3720,15,4,81024,81039,77319,77304
P2543,3724,50,4,81039,81089,77365,77315
P2545,3730,14,4,81089,81103,77373,77359
P2552,3747,49,4,81103,81152,77405,77356
P2558,3759,38,4,81152,81190,77431,77393
P2592,3804,20,4,81190,81210,77406,77386
P2620,3855,47,4,81210,81257,77402,77355
P2625,3860,32,4,81257,81289,77429,77397
P2627,3861,46,4,81289,81335,77474,77428
P2658,3901,14,4,81335,81349,77448,77434
P2696,3961,4,4,81349,81353,77392,77388
P2697,3961,50,4,81353,81403,77442,77392
P2708,3980,38,4,81403,81441,77461,77423
P2719,3996,2,4,81441,81443,77447,77445
P2721,4002,45,4,81443,81488,77486,77441
P2727,4012,2,4,81488,81490,77478,77476
P2729,4014,19,4,81490,81509,77495,77476
P2732,4017,1,4,81509,81510,77493,77492
P2745,4039,6,4,81510,81516,77477,77471
P2747,4040,35,4,81516,81551,77511,77476
P2779,4079,1,4,81551,81552,77473,77472
P2789,4098,28,4,81552,81580,77482,77454
P2805,4119,2,4,81580,81582,77463,77461
P2809,4126,38,4,81582,81620,77494,77456
P2812,4131,8,4,81620,81628,77497,77489
P2839,4170,36,4,81628,81664,77494,77458
P2893,4251,9,4,81664,81673,77422,77413
P2897,4256,50,4,81673,81723,77467,77417
P2905,4272,6,4,81723,81729,77457,77451
P2916,4292,28,4,81729,81757,77465,77437
P2920,4300,14,4,81757,81771,77471,77457
P2923,4302,36,4,81771,81807,77505,77469
P2927,4310,48,4,81807,81855,77545,77497
P2941,4336,48,4,81855,81903,77567,77519
P2946,4341,20,4,81903,81923,77582,77562
P2983,4394,40,4,81923,81963,77569,77529
P3003,4422,34,4,81963,81997,77575,77541
P3024,4456,32,4,81997,82029,77573,77541
P3044,4483,8,4,82029,82037,77554,77546
P3052,4494,26,4,82037,82063,77569,77543
P3061,4503,17,4,82063,82080,77577,77560
P3062,4506,28,4,82080,82108,77602,77574
P3071,4515,17,4,82108,82125,77610,77593
P3073,4519,43,4,82125,82168,77649,77606
P3077,4526,11,4,82168,82179,77653,77642
P3082,4534,11,4,82179,82190,77656,77645
P3083,4536,31,4,82190,82221,77685,77654
P3089,4541,38,4,82221,82259,77718,77680
P3091,4544,20,4,82259,82279,77735,77715
P3102,4564,13,4,82279,82292,77728,77715
P3113,4571,34,4,82292,82326,77755,77721
P3124,4583,28,4,82326,82354,77771,77743
P3131,4597,11,4,82354,82365,77768,77757
P3132,4598,46,4,82365,82411,77813,77767
P3144,4613,29,4,82411,82440,77827,77798
P3166,4639,35,4,82440,82475,77836,77801
P3175,4655,15,4,82475,82490,77835,77820
P3180,4666,28,4,82490,82518,77852,77824
P3190,4681,40,4,82518,82558,77877,77837
P3194,4686,9,4,82558,82567,77881,77872
P3209,4703,25,4,82567,82592,77889,77864
P3227,4729,13,4,82592,82605,77876,77863
P3228,4732,46,4,82605,82651,77919,77873
P3229,4735,14,4,82651,82665,77930,77916
P3241,4746,45,4,82665,82710,77964,77919
P3246,4753,20,4,82710,82730,77977,77957
P3255,4769,5,4,82730,82735,77966,77961
P3262,4780,3,4,82735,82738,77958,77955
P3279,4804,15,4,82738,82753,77949,77934
P3288,4817,2,4,82753,82755,77938,77936
P3312,4859,35,4,82755,82790,77931,77896
P3319,4873,35,4,82790,82825,77952,77917
P3332,4882,42,4,82825,82867,77985,77943
P3337,4885,35,4,82867,82902,78017,77982
P3370,4933,16,4,82902,82918,77985,77969
P3411,4998,46,4,82918,82964,77966,77920
P3424,5016,20,4,82964,82984,77968,77948
P3429,5023,11,4,82984,82995,77972,77961
P3436,5040,15,4,82995,83010,77970,77955
P3451,5063,23,4,83010,83033,77970,77947
P3454,5067,47,4,83033,83080,78013,77966
P3462,5083,19,4,83080,83099,78016,77997
P3466,5090,2,4,83099,83101,78011,78009
P3478,5113,27,4,83101,83128,78015,77988
P3485,5122,34,4,83128,83162,78040,78006
P3493,5137,39,4,83162,83201,78064,78025
P3502,5150,2,4,83201,83203,78053,78051
P3509,5160,48,4,83203,83251,78091,78043
P3525,5183,7,4,83251,83258,78075,78068
P3533,5201,20,4,83258,83278,78077,78057
P3543,5211,35,4,83278,83313,78102,78067
P3547,5219,19,4,83313,83332,78113,78094
P3550,5222,48,4,83332,83380,78158,78110
P3553,5224,15,4,83380,83395,78171,78156
P3578,5259,48,4,83395,83443,78184,78136
P3588,5277,27,4,83443,83470,78193,78166
P3592,5282,47,4,83470,83517,78235,78188
P3604,5299,41,4,83517,83558,78259,78218
P3626,5334,25,4,83558,83583,78249,78224
P3634,5341,11,4,83583,83594,78253,78242
P3637,5348,8,4,83594,83602,78254,78246
P3649,5362,33,4,83602,83635,78273,78240
P3653,5365,13,4,83635,83648,78283,78270
P3669,5387,47,4,83648,83695,78308,78261
P3679,5400,48,4,83695,83743,78343,78295
P3696,5419,4,4,83743,83747,78328,78324
P3698,5420,26,4,83747,83773,78353,78327
P3701,5421,20,4,83773,83793,78372,78352
P3703,5422,42,4,83793,83835,78413,78371
P3710,5431,6,4,83835,83841,78410,78404
P3711,5431,5,4,83841,83846,78415,78410
P3713,5434,14,4,83846,83860,78426,78412
P3738,5470,19,4,83860,83879,78409,78390
P3746,5480,35,4,83879,83914,78434,78399
P3750,5485,3,4,83914,83917,78432,78429
P3761,5498,5,4,83917,83922,78424,78419
P3768,5510,46,4,83922,83968,78458,78412
P3775,5519,8,4,83968,83976,78457,78449
P3777,5520,50,4,83976,84026,78506,78456
P3787,5534,1,4,84026,84027,78493,78492
P3793,5546,49,4,84027,84076,78530,78481
P3795,5549,1,4,84076,84077,78528,78527
P3813,5576,32,4,84077,84109,78533,78501
P3817,5583,20,4,84109,84129,78546,78526
P3824,5592,27,4,84129,84156,78564,78537
P3835,5604,23,4,84156,84179,78575,78552
P3838,5608,25,4,84179,84204,78596,78571
P3843,5614,47,4,84204,84251,78637,78590
P3852,5632,10,4,84251,84261,78629,78619
P3854,5635,15,4,84261,84276,78641,78626
P3861,5647,47,4,84276,84323,78676,78629
P3870,5660,39,4,84323,84362,78702,78663
P3875,5664,18,4,84362,84380,78716,78698
P3876,5667,25,4,84380,84405,78738,78713
P3880,5669,39,4,84405,84444,78775,78736
P3883,5671,44,4,84444,84488,78817,78773
P3899,5692,39,4,84488,84527,78835,78796
P3946,5767,28,4,84527,84555,78788,78760
P3954,5776,46,4,84555,84601,78825,78779
P3970,5805,17,4,84601,84618,78813,78796
P3971,5808,18,4,84618,84636,78828,78810
P3989,5831,15,4,84636,84651,78820,78805
P3993,5838,20,4,84651,84671,78833,78813
P3994,5840,26,4,84671,84697,78857,78831
P4007,5857,8,4,84697,84705,78848,78840
P4032,5890,26,4,84705,84731,78841,78815
P4046,5919,47,4,84731,84778,78859,78812
P4047,5919,6,4,84778,84784,78865,78859
P4050,5924,27,4,84784,84811,78887,78860
P4067,5944,8,4,84811,84819,78875,78867
P4079,5963,33,4,84819,84852,78889,78856
P4105,6003,36,4,84852,84888,78885,78849
P4142,6050,43,4,84888,84931,78881,78838
P4151,6061,24,4,84931,84955,78894,78870
P4157,6075,36,4,84955,84991,78916,78880
P4158,6078,50,4,84991,85041,78963,78913
P4176,6109,8,4,85041,85049,78940,78932
P4184,6125,30,4,85049,85079,78954,78924
P4204,6157,12,4,85079,85091,78934,78922
P4206,6161,44,4,85091,85135,78974,78930
P4209,6168,7,4,85135,85142,78974,78967
P4211,6171,29,4,85142,85171,79000,78971
P4214,6175,16,4,85171,85187,79012,78996
P4216,6179,48,4,85187,85235,79056,79008
